text,word_count,char_count,average_word_length,stopword_count,stopword_rate,language
warum wird nicht mal über einen neuen weltverband diskutiert man gründet mit ein paar staaten einen neuen verband stellt neue regeln auf und lässt und die korrupte einfach ins leere laufen indem man deren spiele nicht mehr überträgt,38,232,5.131578947368421,16,0.42105263157894735,de
ich bin eigentlich großer fußballfan aber die wm in katar werde ich komplett boykottieren es kann nicht sein dass so ein homophones frauenfeindliches und korruptes land wie katar mit so einem megaevent werbung für sich machen darf,37,230,5.243243243243243,22,0.5945945945945946,de
guter punkt und ein weiterer grund für einen boykott der bzgl der bauweise des megastadions in qatar ist schon einiges gezeigt worden das ist an energieverschleuderung kaum zu toppen,29,182,5.310344827586207,14,0.4827586206896552,de
reist nach um energielieferungen klarzumachen es sind tausende arbeiterinnen für die in diesem land gestorben antwort der einfach weitermachen das kann doch nicht wahr sein,25,172,5.92,14,0.56,de
popp best commi qtar würds freuen ist aber besser drauf als einige aktuell,13,74,4.769230769230769,4,0.3076923076923077,de
beim namen alex popp habe ich herzhaft gelacht,8,46,4.875,2,0.25,de
zum thema tote gastarbeiter in katar dieser thread ist ungefähr so verheerend wie es zu erwarten war also der inhalt nicht die arbeit von nick harris,26,149,4.769230769230769,14,0.5384615384615384,de
zur zeit gibt es bei den nationalmannschaften kein berteam so gesehen ist bei der alles drin wie so eine wm während der saison läuft weiß eh niemand,27,148,4.518518518518518,15,0.5555555555555556,de
gleich groß geringer oder gar nicht da ist die auswahl der optionen schon suggestiv,14,83,5.0,6,0.42857142857142855,de
aus erdgas kann man nicht nur strom machen aus erdgas kann man auch terrorismus und antisemitismus machen und sogar fußball und schwulenhass und sklaverei auch,25,159,5.4,16,0.64,de
ja ich schaue gerne fußball erst recht internationale spiele aber diese wm unterstütze ich nicht,15,96,5.466666666666667,5,0.3333333333333333,de
deutschlands neuer dealer kanzler scholz reist heute nach war schon da und hat recherchiert wie der emir die amp zum ausbau seiner macht nutzen will doch das geschäftsmodell ist fragil sehr lesenswert,32,200,5.28125,15,0.46875,de
leider hat die zeitung vorher schon 6 artikel gedruckt essen kunst architektur und business in dubai waren die themen alles bezahlt von emirates der staatlichen fluggesellschaft,26,177,5.846153846153846,9,0.34615384615384615,de
wir kacken uns für jede beschissene kleinigkeit vor lauter political correctness das hemdchen voll aber hier knicken wir ein ja ist ja fussball ol ol ol ich werde nicht eins dieser spiele schauen,33,195,4.9393939393939394,15,0.45454545454545453,de
logo jetzt darf in regenbogentrikots nebst hosen und stutzen bei der auflaufen panzerdeal eingesackt und die demokratie gestützt transatlantisch wäriranzyperntaiwan im portfolio,22,177,7.090909090909091,8,0.36363636363636365,de
genau darf manuel neuer nun endlich die richtige armbinde bei der tragen,12,72,5.083333333333333,4,0.3333333333333333,de
kann es kaum erwarten dass im viertelfinale steht und alle die plötzlich gut finden,14,83,5.0,7,0.5,de
vor allem auch die sponsoren,5,28,4.8,4,0.8,de
in 2 monaten startet die in katar eine zdfinfo dokumentation beleuchtet die hintergründe,13,88,5.846153846153846,5,0.38461538461538464,de
aber man darf schon sagen dass keine eier hat weil sonst würden sie boykottieren,14,80,4.785714285714286,9,0.6428571428571429,de
in zwei monaten ist fußballfieber lese ich gerade,8,49,5.25,3,0.375,de
respekt an auch wenn es nur ein symbol ist ist es ein wichtiges aber hauptsache ultras hassen dietmar und schauen im anschluss die blutige in,25,141,4.68,15,0.6,de
podiumsdiskussion katar nicht unsere wm jetzt live,7,50,6.285714285714286,3,0.42857142857142855,de
ich finde es klasse was in der wams zur gretchenfrage soll ich die wm boykottieren schreibt hier die letzten passagen,20,117,4.9,11,0.55,de
shoppingangebot pünktlich zur anstehenden fußballwm 2022 in gibt es von wieder das beliebte stickersammelalbum mit allen spielern jetzt fleißig sammeln und tauschen,22,164,6.5,10,0.45454545454545453,de
unsere frage der woche im lautet wie gehen sie mit der in katar um,14,66,3.7857142857142856,9,0.6428571428571429,de
wir sollten aus vielerlei gründen gar nicht erst hinfliegen,9,59,5.666666666666667,3,0.3333333333333333,de
statt one love kapitänsbindenwischiwaschi würde ich mir von amp unserem team eine kaepernickkniefallgeste wünschen mit dem kopf gesenkt aus achtung vor all den menschen die für diese stadien in katar sterben mussten unaufgeregt konsequent stilvoll,35,247,6.085714285714285,15,0.42857142857142855,de
es gibt einen offiziellen panini adventskalender jetzt habe ich echt alles im leben gesehen,14,91,5.571428571428571,7,0.5,de
ich tippe mal dass denen die vor allem von der vergabe nach profitiert haben jegliche kritik oder boykotte sonstwo vorbeigehen,20,126,5.35,10,0.5,de
nun ja bei dem gestrigen kader den eingesetzten spielern und ihrer unterwerfungsgeste blm hofft die mannschaft auf eine teilnahme am nächsten afrikacup die chancen stwhen nicht schlecht,27,185,5.888888888888889,12,0.4444444444444444,de
kurz nach fliegt also ins land der der hat ja gerade erst geflaggt bin mal gespannt mit welchen farben der jetzt in aufläuft,23,124,4.434782608695652,12,0.5217391304347826,de
die auswahl erinnert fatal an die enttäuschenden letzten monate unter bundestrainer jogi löw ruhrbarone,14,103,6.428571428571429,4,0.2857142857142857,de
schaut euch die doku geldmachtkatar in der mediathek an sehr interessant,11,72,5.636363636363637,6,0.5454545454545454,de
noch zwei monate bis zum 2022,6,29,4.0,3,0.5,de
bundestrainer hansi hat für die beiden letzten länderspiele vor der keinen akteur vom berufen dabei hätten auch die eisernen kandidaten,20,135,5.8,9,0.45,de
propos in jahrzehnte antipolitik in europa kaum agripvdächerbojen h2speicher etc europa könnte heute unabhängig sein von kohlelbenzinuran aus katar etc die ernstnehmen,22,167,6.636363636363637,7,0.3181818181818182,de
wenn die nationalmannschaft ohne nach reist und dort auch nicht für die rechte von lgbt eintritt sind sie nur ein haufen heuchler und kein würdiger repräsentant von bunt,28,169,5.071428571428571,18,0.6428571428571429,de
ich bin gerade so böse das würde auch mit einem kritischen fragebogen zum tierwohl bei mcdonalds reinspazieren und beim ausfüllen ein paar maxi menüs verdrücken und kindergeburtstag feiern,28,188,5.75,13,0.4642857142857143,de
nico kritisiert die in außerdem spricht er über den dreikampf der verteidiger und seinen titeltraum,15,99,5.666666666666667,8,0.5333333333333333,de
die medien schreiben die vorfreude auf die wm sei jetzt erst dahin es war schon vorher bekannt dass es eine sklavenwm wird,22,122,4.590909090909091,11,0.5,de
irgendwo hier schrieb ich dass ich nicht garantieren könne ein halbfinale und finale der mit deutscher beteiligung nicht doch anzusehen nach gestern abend werde ich mir darum wohl keine gedanken machen müssen,32,208,5.53125,17,0.53125,de
das war überhaupt nicht gut was das beim 01 im heimspiel gezeigt hat was heißt das für die in unserer liste findet man die einschätzung der wichtigsten deutschen sportmedien auf einen blick,32,189,4.9375,17,0.53125,de
ich finde die taktik des einfach nur genial die in wird nicht boykottiert man hat sich offensichtlich entschieden die qualifikation bereits knapp zu verpassen und so das gesicht zu wahren,30,187,5.266666666666667,17,0.5666666666666667,de
also wenn bei der in der vorrunde ausscheidet dann haben wir die vorzeichen allesamt nicht gesehen wenn ich eine hungrige truppe sehen will schaue ich lieber hannover 96 wann wird leitl dann eigentlich bundestrainer,34,215,5.352941176470588,18,0.5294117647058824,de
kommentar grade im zu ein stimmungskiller so kurz vor dem wmanpfiff mein stimmungskiller ist die gesamte durch erkaufte und die verspottende in hoffentlich bleiben viele fernseher aus,27,183,5.814814814814815,14,0.5185185185185185,de
fünf möglichkeiten die fußballwm 2022 zu feiern,7,47,5.857142857142857,2,0.2857142857142857,de
ein besseres symbol dafür wie wir unsere werte und würde für geschäfte mit potentaten und menschenfeinden verraten und verkaufen ist eigentlich nicht denkbar danke,24,163,5.833333333333333,12,0.5,de
es ist noch zeit bis zur und ist frei,9,37,3.2222222222222223,7,0.7777777777777778,de
war gar nicht schwer und tat auch gar nicht weh oder ich praktiziere das ja auch schon seit ein paar jahren so habe vorhin zufällig im newsticker gelesen dass man glorreich verloren hat,33,185,4.636363636363637,16,0.48484848484848486,de
reist heute nach um darüber zu verhandeln ob die nicht doch die originale armbinde bei der tragen darf,18,102,4.722222222222222,10,0.5555555555555556,de
wie heißt überhaupt der offizielle hashtag dürfte gefühlt ein debakel werden im winter klimatisierte stadien während zuseher in ihrer wohnung bibbern ach ja ber sport und menschenrechte reden wir schon gar nicht mehr,33,216,5.575757575757576,11,0.3333333333333333,de
also mich interessiert das erst wieder nach dieser unsäglichen oder sie spielen alternativ im november dezember den peacecup,18,124,5.944444444444445,10,0.5555555555555556,de
dfbteam vor wm mögliche berraschungskandidaten in flicks kader,8,62,6.875,2,0.25,de
ich hätte zu not auch eine damenbinde empfohlen für die deutschen fußballerinnen,12,80,5.75,6,0.5,de
ein spiel verloren und die fängt gleich an dass es so nix wird bei der und wenn auch nicht schlimm diese zeitung dreht sich immer mit dem wind,28,142,4.107142857142857,18,0.6428571428571429,de
ich dachte ihr wolltet eh alle keine gucken so what,10,51,4.2,5,0.5,de
habe ich gerade richtig gehört der titelgewinn ist das offizielle dfbziel für die da kann man nach ja nur herzhaft lachen was für ein grottenkick,25,145,4.84,15,0.6,de
jetzt weiß ich wenigstens dass ich nix verpass wenn ich nicht gucke,12,67,4.666666666666667,7,0.5833333333333334,de
grund nr irgendwas warum ich keinen bock auf die in habe verstehe die beweggründe den gastgeber nicht brüskieren aber ein zeichen setzen wollen tja thema verfehlt setzen sechs via,29,179,5.206896551724138,12,0.41379310344827586,de
heute war länderspiel wir haben verloren nix mitbekommen,8,56,6.125,3,0.375,de
alles richtig gemacht das elend der nationalmannschaft formerly known as in der nicht gesehen stattdessen im theater richtig spaß gehabtauch gut die in brauchen wir auch nicht schauen wird sowieso nix,31,200,5.483870967741935,13,0.41935483870967744,de
bitte die boykottieren 1 gibts genug gute gründe dafür und 2 die spielweise ist einer davon,16,91,4.75,5,0.3125,de
irgendwie merkt man den spielern die an sie wirken müde amp wenn man sich überlegt das die auch mitten in der saison ist wo spieler auch müde sein werden rechne ich mir nich viel aus über die vorrunde hinnaus,39,208,4.358974358974359,24,0.6153846153846154,de
für die muss das alles nichts heißen ungarn ist ja nicht dabei,12,62,4.25,8,0.6666666666666666,de
ahne schon die interviews in denen diese gulaschtruppe zu einer weltklassemannschaft hochgelabert wird um dieses jämmerliche schönzureden wir brauchen keine thekenmannschaft nach zu schicken um unseren protest gg die zu artikulieren,31,232,6.516129032258065,16,0.5161290322580645,de
mit dem gekicke brauchen wir erst gar nicht nach reisen,10,55,4.6,5,0.5,de
danke die wm in katar ist mit den tausenden toten schon scheiße genug nun traut ihr euch nicht mal die lgbtw binde zu tragen und gebt auch noch mit der neuen binde an die nur zeigt wie viel angst ihr vor katar habt werde die definitiv nicht schauen,48,248,4.1875,26,0.5416666666666666,de
wir machen es wirklich gut gegen diese weltmacht im fußball gut das ich die nicht gucke es wäre wohl fremdschämen hoch 2,22,120,4.5,11,0.5,de
gucke ich nicht weil mich dieser mist einfach nicht interessiert es geht dabei um nichts außer um geld gucke ich nicht denn wenn menschen für ein sportereignis sterben müssen dann darf man das einfach nicht gucken,36,213,4.944444444444445,20,0.5555555555555556,de
man könnte ja die ernst nehmen nur um die zu ignorieren,11,55,4.090909090909091,7,0.6363636363636364,de
kein einziges spiel werde ich ansehen,6,37,5.333333333333333,3,0.5,de
mit der leistung bei der ist nach der vorrunde schluß,10,53,4.4,7,0.7,de
wie weit wollten wir nochmal bei der kommen,8,43,4.5,4,0.5,de
also wenn wir es nicht geregelt bekommen dieses lahmarschige spiel abzustellen können wir uns den teuren aufenthalt in katar eigentlich sparen das bringt dann sowieso nichts das ist alles so zäh langsam und ideenlos furchtbares gekicke,36,235,5.555555555555555,19,0.5277777777777778,de
ungarn spielt fußball wir hingegen spielen gegen die eigene mannschaft aus dem grund aus moralischer und spontaner hinsicht lieber keine wm,21,139,5.666666666666667,8,0.38095238095238093,de
wird bei der in auch wenn die so weiter spielen,10,47,3.8,9,0.9,de
wm im winter in katar das passt so perfekt zu 2022,11,50,3.6363636363636362,5,0.45454545454545453,de
es wird langsam zeit über einen boykott der nachzudenken nach der vorrunde ist sowieso schluss,15,94,5.333333333333333,8,0.5333333333333333,de
will eigentlich nur zur,4,23,5.0,3,0.75,de
wie stehen die menschen aus wokistan eigentlich zur wm in katar,11,63,4.818181818181818,5,0.45454545454545453,de
scheinheilig dieser ein fond für geschädigte man kann nicht alles mit geld bezahlen,13,83,5.461538461538462,8,0.6153846153846154,de
mit der wm in ist es das gleiche nach dem abpfiff heißt es die karawane zieht weiter und die lage vor ort gerät aus dem blick und das weiß auch das regime in katar 22,35,166,3.7714285714285714,21,0.6,de
will sich als experte noch in den kader für die quatschen,11,57,4.2727272727272725,8,0.7272727272727273,de
ich kann in der sendung wmtalk wegen nur kotzen was ist das doch für ein fürchterlichen radfahrer für die kataris und sowas ist unter anderem in der deutschen bank engagiert an der auch die kataris beteiligt sind oder gerade deswegen,40,233,4.85,25,0.625,de
welche,1,6,6.0,1,1.0,de
eine offerte leider denke ich daß fans dies nicht beeindrucken wird,11,67,5.181818181818182,6,0.5454545454545454,de
welche gesellschaftliche verantwortung hat die fußballnationalmannschaft kurz vor der in geht es um die kapitänsbinde one love reicht sie als symbol fdpgeneralsekretär djirsarai fordert mehr rückgrat auch von den fans kommt kritik,32,230,6.21875,14,0.4375,de
welche gesellschaftliche verantwortung hat die gastgeber steht wegen der missachtung von menschenrechten stark in der kritik derzeit im fokus die rechtslage der lgbtqi community,24,177,6.416666666666667,10,0.4166666666666667,de
fanqumfrage hat sich beim mit der zeit an die mittelstürmerrolle gewöhnt wir haben fußballfans befragt ob der 23jährige diese position auch im team einnehmen sollte,25,164,5.6,14,0.56,de
fußballwm in katar scharfe kritik an kapitänsbinde,7,50,6.285714285714286,2,0.2857142857142857,de
fanqumfrage auf fragen zum thema reagierte neuzugang zuletzt ausweichend wir haben fußballfans befragt ob es in ordnung ist dass profis sich über so etwas keine gedanken machen,27,176,5.555555555555555,15,0.5555555555555556,de
das fanprojekt dresden und die rosaluxemburgstiftung sachsen veranstalten am 28 amp 29092022 zwei veranstaltungen zum thema reclaim the game wm 22 katar foulspiel mit system kommt vorbei mehr dazu,29,196,5.793103448275862,7,0.2413793103448276,de
alles zum u dem weg zur im diskutieren u mit andreas u michael horeni am sonntag live ab 1100 uhr auf,21,101,3.857142857142857,9,0.42857142857142855,de
geldmachtkatar blickt hinter die kulissen des emirats und verfolgt die spur des geldes weltweit die recherchen von report münchen und jetzt in der,23,146,5.391304347826087,12,0.5217391304347826,de
politische propaganda hat im sport nichts verloren vor 86 jahren wurde das schon einmal missbraucht wir stehen wieder am gleichen punkt der geschichte als hätten wir nichts gelernt oder anders gesagt als würde die politik amp ihre medien einfach nichts lernen wollen,42,266,5.357142857142857,21,0.5,de
wenn das gastgeberland der so homophob ist dass du nicht mal einen richigen regenbogen auf der kapitänsbinde zeigen darfst weil du sonst eine gefängnisstrafe erhältst,25,166,5.68,15,0.6,de
kein rückgrat money talks ein weiterer grund diese zu boykottieren,10,66,5.7,4,0.4,de
effenberg sieht hummels bei der wm,6,34,4.833333333333333,2,0.3333333333333333,de
die rede von fand ich bemerkenswert amp wollte etwas mehr wissen für sprach ich mit ihm über seine motivation amp gedankengänge,21,127,5.095238095238095,11,0.5238095238095238,de
schon komisch da zeigt die einen guten bericht über sehr kritisch und vielleicht sogar noch untertrieben da stellt sich mir die frage warum lässt man es dann nicht sein mit den bertragungen der spart viel geld,36,209,4.833333333333333,20,0.5555555555555556,de
der zeigt seine doppelmoral auf die vermutlich peinlichste art und weise,11,72,5.636363636363637,5,0.45454545454545453,de
ich verstehe all die rechercheansätze aber habe ich in eurer doku etwas verpasst oder ist alles was ihr habt dass katar offenbar ein problem mit doppelmoral hat ernste nachfrage vielleicht habe ich den skanal nicht verstanden,36,225,5.277777777777778,21,0.5833333333333334,de
da bucht man 1x in seinem leben eine kreuzfahrt ohne gedanken an die wm die reise sollte von dubai abudabhi über katar nach mus at und zurück gehen und jetzt verbieten diese doofies das anlegen in katar,37,202,4.486486486486487,19,0.5135135135135135,de
ehrlich wie kann man dieses jahr nur paninibilder der fussballwm kaufen,11,71,5.545454545454546,6,0.5454545454545454,de
must see geldmachtkatar in der mediathek dafür zahle ich gerne meinen beitrag und zeigt wie wichtig qualitativer journalismus und der öffentlichrechtliche rundfunk ist,23,167,6.304347826086956,9,0.391304347826087,de
in zwei monaten ist und die kritik an gastgeber reißt nicht ab wir sind nach doha gereist um zu verstehen was an der kritik dran ist die doku jetzt in der ard mediathek,33,168,4.121212121212121,19,0.5757575757575758,de
der hätte als weltgrößter nationaler sportfachverband mit einem boykott der ein beispielloses zeichen setzen können aber die immer noch korrupt durchsetzte führungsetage des inkl opportunist sieht nur das geld 12,30,212,6.1,13,0.43333333333333335,de
geldmachtkatar die dunkle seite des emirats heute um 2145 uhr eine zusammenarbeit mit und,14,89,5.428571428571429,6,0.42857142857142855,de
dazu fällt einem wirklich nichts mehr ein die haben sich über die jahre wohl sämtliche hirnzellen weggesoffen anders kann man sich das nicht mehr erklären,25,154,5.2,15,0.6,de
nach langen protesten und großer kritik hat der erste verein der den boykott der in verkündet,16,93,4.875,8,0.5,de
so wer schaut sich die 2022 in an wer ist für dieses tolle ereignis mit allen seinen schatten und wer ist dagegen,22,113,4.181818181818182,13,0.5909090909090909,de
geldmachtkatar blickt hinter die fassade des wüstenemirats teil 2 der recherchen von report münchen und um 2145 uhr im ersten und die ganze doku jetzt in der,27,157,4.851851851851852,13,0.48148148148148145,de
sportereignissen wurden übrigens traditionell immer schon politisch genutzt mal mehr mal weniger offensichtlich ich würde als staaten oder vielen anderen nicht mehr hinfahren ist für den arsch geht so viel um sport wie bei corona um gesundheit,37,243,5.594594594594595,15,0.40540540540540543,de
die gratismut heuchler mal wieder,5,33,5.8,2,0.4,de
wenn man schon angst vor einfachen farben hat ist alles gesagt viel erfolg bei was auch immer,17,93,4.529411764705882,10,0.5882352941176471,de
den zirkus um und die begleitmusik dazu kann man durchaus kritisch sehen was der jetzt mit seinen windelweichen winkelzügen veranstaltet ist schlichtweg unwürdig,23,161,6.043478260869565,13,0.5652173913043478,de
stürmer niclas wollte nicht über eine mögliche teilnahme spekulieren jetzt hat ausgerechnet bundestrainer hansi neuen schwung in das thema gebracht,20,147,6.4,8,0.4,de
bis zur winterpause steht noch richtig viel spitzenfußball auf dem programm das startet in die heiße phase der nations league mitte oktober ist die 2 runde im und ab dem 2011 dann der jahreshöhepunkt die wm 2022,37,211,4.72972972972973,18,0.4864864864864865,de
fußball und menschenrechte in der wüste die dunkle seite im lichte katars,12,73,5.166666666666667,5,0.4166666666666667,de
ich verzichte wohl auf die wm keine lust auf politik beim sport,12,63,4.333333333333333,5,0.4166666666666667,de
am 26 und 279 haben wir gäste aus in und die über ihre arbeitsbedingungen beim bau der wmstadien berichten fürth münchen,21,120,4.761904761904762,11,0.5238095238095238,de
zumindest auf twitter wird mir die spaß machen,8,46,4.875,5,0.625,de
in wir kunden können mit den füssen abstimmen wenn niemand schaut geben die werbendenn konzerne unsummen für nix aus dann überlegen sich die sponsoren und die vwrantwortlichen zukünftig wohin sie die nächste vergeben,33,216,5.575757575757576,16,0.48484848484848486,de
fakt ist halt dass 90 der leute die die die wm in katar zurecht boykottieren dennoch die spiele anschauen werden,20,112,4.65,9,0.45,de
eine weltmeisterschaft zur falschen zeit am falschen ort wo und ob überhaupt es in und zur public viewing geben wird,20,116,4.85,11,0.55,de
es kann sein dass sich katar kurz vor der wm als liberaler präsentieren möchte als es eigentlich ist schöner text von zur pressefreiheit in umso wichtiger auch nach der genau hinzugucken,31,186,5.032258064516129,17,0.5483870967741935,de
geldmachtkatar teil 2 der recherchen von report münchen und um 2145 uhr im ersten,14,81,4.857142857142857,5,0.35714285714285715,de
ein tolles statement von und ein zeichen gegen und für,10,54,4.5,7,0.7,de
ein weiterer grund die nicht zu schauen entweder trägt man die regenbogenbinde immer oder nie aber diese hat damit rein gar nichts zu tun der und die ist mal wieder vor dem geld eingeknickt,34,189,4.588235294117647,20,0.5882352941176471,de
es wird kalt auch zur in katar,7,30,3.4285714285714284,5,0.7142857142857143,de
ach boykottieren will der heucjler nicht wäre doch ein tolles zeichen,11,69,5.363636363636363,5,0.45454545454545453,de
um ein zeichen gegen diskriminierung und für zu setzen sollte man die in boykottieren und nicht so eine lächerliche aktion mit einer peinlichen armbinde starten,25,160,5.44,16,0.64,de
entweder richtig oder gar nicht ihr seid 100 waschlappen,9,56,5.333333333333333,3,0.3333333333333333,de
exvfbspieler kritisiert wmvergabe nach katar,5,44,8.0,1,0.2,de
im ist stammkraft pendelt aber zwischen sturm und mittelfeld wo würdet ihr den profi bei der aufstellen,17,103,5.117647058823529,10,0.5882352941176471,de
das kann ja wohl nicht angehen ich möchte bitte überhaupt nichts mehr von der geplanten wm mitbekommen danke,18,108,5.055555555555555,7,0.3888888888888889,de
was für eine lächerliche farce wie die selbst,8,45,4.75,6,0.75,de
der hat gemeinsam mit den organisatoren der und der regierung von eine lösung des selbstverursachten dilemmas gefunden,17,118,6.0,10,0.5882352941176471,de
laut zdf sind seit wmvergabe mindestens 15000 arbeitsmigrantinnen in katar verstorben mal ehrlich was wäre denn los wenn der wmausrichter gewäsen wäre und in der vorbereitung darauf wären hierzulande 15000 arbeitsmigrantinnen verstorben,32,236,6.40625,9,0.28125,de
keine ahnung was der ausdrücken will aber die in katar würde ich boykottieren falls ich an profifußball interessiert wäre es ist einfach monströs was da für leid und ausbeutung stattfindet,30,188,5.3,17,0.5666666666666667,de
wenn bei der raus fliegt fliegen dann alle anderen mannschaften direkt in die luft oder wie läuft das in deren kultur,21,117,4.619047619047619,12,0.5714285714285714,de
kein ernstzunehmender aber ein weiterer grund die in zu ignorierenboykottieren es geht aber noch grotesker,15,106,6.133333333333334,9,0.6,de
und die binde trägt er sich in katar,8,36,3.625,5,0.625,de
bericht flick plant mit jokerberraschung im finalen wmkader,8,59,6.5,2,0.25,de
dfbteam im newsticker manuel neuer und leon goretzka reisen wegen coronainfektion ab maximilian arnold wird nachnominiert,16,121,6.625,3,0.1875,de
auf einmal von allen seiten kritische stimmen zur wm in katar schon sehr merkwürdig hat man eigentlich jahre zeit gehabt über eine teilnahme nachzudenken unverantwortliches verhalten des dfb,28,190,5.821428571428571,12,0.42857142857142855,de
welches zeichen setzt man den für die ganzen ermordeten arbeiter die den preis für euren korrupt kommerziellen affenzirkus zahlen,19,129,5.842105263157895,9,0.47368421052631576,de
im iran werden frauen im namen einer ganz bestimmten religion totgeschlagen und die bereiten sich auf ne in der islamischen welt vor unfassbar,23,142,5.217391304347826,11,0.4782608695652174,de
findet die nächste wm eigentlich in nordkorea statt oder gleich in panem,12,72,5.083333333333333,4,0.3333333333333333,de
iranischen außenminister einbestellen und klar machen dass gewalt gegen frauen und demonstranten nicht hingenommen wird für den iran hängt viel von deutschland ab siehe usa und israel auch die im schiitischen kann ins spiel gebracht werden,36,239,5.666666666666667,18,0.5,de
selten so einen halbgaren mist gesehen der ist seiner haltung mal wieder maximal flexibel fußball könnte viel mehr sein aber führt man ihn in die bedeutungslosigkeit zum glück werde ich die zeit im novemberdezember sinnvoller verbringen,36,236,5.583333333333333,19,0.5277777777777778,de
da kommen einem ja fast die tränen bei so viel hingabe des und seinen spielern sich gegen die krassen menschenrechtsverletzungen in einzusetzen tausende tote auf den baustellen der und der dfb rühmt sich mit irgendeiner binde,36,225,5.277777777777778,20,0.5555555555555556,de
eine armbinde die nicht einmal die pridefarben hat als mutige aktion verkaufen pinkwashing und selbstinszenierung,15,113,6.6,8,0.5333333333333333,de
ich bin kein großer fan von robert lewandowski aber das ist wirklich stark ps fände es klasse wenn das die deutsche nationalmannschaft und alle anderen demokratischen länder bei der wm auch machen,32,196,5.15625,18,0.5625,de
noch zwei monate dann beginnt die fußball in das turnier in dem emirat bleibt hoch umstritten abermals versucht der emir kritische stimmen zu beschwichtigen,24,156,5.541666666666667,9,0.375,de
erhält nun gesellschaftskundeunterricht wieso muß dann in bei migranten respektloses oder gesetzesbrechendes verhalten kultursensibel toleriert werden wieso erhalten diese sogar einen kulturbonus amp verminderte strafen,25,219,7.8,8,0.32,de
robert lewandowski will bei fußballwm in katar armbinde mit ukrainischen farben tragen,12,86,6.25,4,0.3333333333333333,de
wir fordern die sponsoren der auf sich für entschädigungen von arbeitsmigrantinnen durch und und einzusetzen zu viele sponsoren schweigen,19,137,6.2631578947368425,11,0.5789473684210527,de
sie haben niklas füllkrug falsch geschrieben,6,44,6.5,2,0.3333333333333333,de
das eröffnungspiel der in findet am 20 november statt also am passt im falle dieser weltmeisterschaft irgendwie,17,111,5.588235294117647,8,0.47058823529411764,de
warnhinweis von die gebote des landes zu wahren und das im jahr 2022,13,68,4.3076923076923075,7,0.5384615384615384,de
endlich mal einer der es auf den punkt bringt das gesülze von und kann ich nicht mehr hören fussball ist für alle da wer das nicht akzeptiert solle auch keine ausrichten dürfen,32,176,4.53125,19,0.59375,de
ok weichbirne wer trägt die armbinde für die ganzen arbeiter die in katar gestorben sind ich finde diese einfach nur noch scheiße richtig richtig scheiße kein rückgrat keine eier einfach nur kohle machen,33,203,5.181818181818182,14,0.42424242424242425,de
zwei monate vor der oliver erklärt was dem noch zur weltspitze fehlt,12,68,4.75,6,0.5,de
wer schaut versteht sofort dass es nur eine haltung zur geben kann,12,66,4.583333333333333,6,0.5,de
die einschaltquoten bei der werden hoch sein auch wenn viele meinen realistisch bleiben,13,87,5.769230769230769,8,0.6153846153846154,de
in katar ist homosexualität gesetzlich verboten,6,47,7.0,2,0.3333333333333333,de
wer die wm in katar unterstützt auch durch seine views scheißt auf jegliche form von demokratischen werten und stellt das eigene vergnügen über das wohl dieser welt,27,164,5.111111111111111,12,0.4444444444444444,de
wir finanzieren mit der leidenschaft zum fußball fußballmillionäre und fördern ihre gleichgültige haltung gegenüber kritischen ereignissen wie und vorgänge in boykott,21,166,6.9523809523809526,9,0.42857142857142855,de
die vorbereitungen für die laufen,5,33,5.8,3,0.6,de
kylian verweigert das anstehende fotoshooting für die einige mitspieler solidarisierten sich daraufhin mit ihm jetzt zog der französische fußballverband konsequenzen,20,165,7.3,9,0.45,de
nachtrag zum thema,3,18,5.333333333333333,1,0.3333333333333333,de
da hansi flick bayernlegende   zur wm ins trainerteam mitnimmt haben wir jetzt ein paar unserer lieblingszitate vom tiger himself,19,129,5.7368421052631575,8,0.42105263157894735,de
die in rückt näher und viele wollen sich dem turnier verweigern,11,63,4.818181818181818,6,0.5454545454545454,de
starke ansprache an den botschafter von qatar zur,8,49,5.25,4,0.5,de
eine gelungene und interessante diskussionsrunde zu den arbeitsverhältnissen im vorfeld der wm 2022 in katar besten dank an alle beteiligten,20,140,6.05,9,0.45,de
in zwei monaten beginnt die in warum reformen zur verbesserung der arbeitsbedingungen nach der wm kein selbstläufer werden amp wieso ein boykott nur wenig bewirkt hätte antworten von annette niederfranke in der,32,210,5.59375,14,0.4375,de
ein guide für die was man nicht mitnehmen und nicht tun sollte wenn man nach katar reist,17,88,4.235294117647059,12,0.7058823529411765,de
unser experte überrascht in rudi brückner der talk am montag bei ihm taucht nicht in der startelf für die auf basler nennt gründe dafür,24,135,4.666666666666667,12,0.5,de
die berichtet dass das regime in islamistische gruppen finanziert auf arabisch sagt man   na verschlafen oder guten morgen,18,122,5.722222222222222,7,0.3888888888888889,de
kleiner reminder heute in zwei monaten beginnt die fussballwm mit dem auftaktkracher katar vs ecuador warum das so ist erfahrt ihr hier,22,135,5.181818181818182,9,0.4090909090909091,de
in der debatte sagte von der fanorganisation vorm botschafter von dass er sex mit männern habe und das normal sei,20,113,4.7,11,0.55,de
top story vorbereitung mit auf die rudibrücknersendung um 21 uhr auf supermario stellt gleich die nationalmannschaft auf see more,19,129,5.842105263157895,7,0.3684210526315789,de
flick will 26 spieler für wm nominieren,7,39,4.714285714285714,2,0.2857142857142857,de
