,tweet,sentiment
3415,wm 2022 fifa katar und menschenrechte rls und fanhilfe im gespräch mit gewerkschaftern und arbeitern von den baustellen für die fußball in veranstaltung der mit stadtbibliothek fanprojekt und fanhilfe,neutral
3416,meine begeisterung für die in kann kaum noch geringer sein nachdem dort um die 60 arbeiter festgenommen wurden weil sie es gewagt haben für ihren ausstehenden lohn zu demonstrieren aber die wirds schon richten oder oder,neutral
3417,jetzt hört doch mal aufzu duschen wie sollen die sonst in die stadien kühlen,neutral
3418,der und besonders die sponsoren sollten sich wirklich für die teilnahme an der schämen,neutral
3419,moment wie jetzt an boykott ist nicht mehr zu denken und was ist dann dieser tweet hier auch wenn ihn nur zwei personen lesen und vlt ein googlebot wird dennoch seiner gedacht also dem der,neutral
3420,die fußballwm in beginnt zwar erst im november doch schon jetzt rufen gastronomen zum boykott auf und verzichten auf auch in in der retematäng bar wird es keine livebertragungen geben,neutral
3421,damit ist fussball endgültig kein spass mehr,neutral
3422,wir haben uns aus platzgründen nur auf die gravierendsten und eindeutigsten fälle von misshandlung und ausbeutung konzentriert,neutral
3423,jeder spieler jeder trainer jeder funktionär der an teilnimmt jeder fan der dort hinreist jeder der sich das asoziale spektakel zuhause im tv anschaut hat das blut dieser menschen an den händen fickt euch,negative
3424,neues paninisammelalbum zur fussballwm in,neutral
3425,pünktlich zur wm panini bringt sammelalbum mit beim stadionbau gestorbenen arbeitern heraus,positive
3426,2 einige wurden anschließend aus dem land ausgewiesen die regierung katars begründete die festnahmen damit dass die demonstranten gegen die gesetze zur öffentlichen sicherheit verstoßen haben sollen,negative
3427,die wm in katar ist um ein unrühmliches kapitel reicher mindestens 60 ausländische arbeiter die gegen ausbleibende lohnzahlungen protestierten wurden festgenommen,negative
3428,ich sehe brasilien als favorit auf den turniersieg und es sollte ein durchmarsch in gruppe g sein jan und olivers nächste wmvorhersage ist jetzt live stockt der rekordweltmeister seinen trophäenschrank auf,neutral
3429,um es mit zu sagen politisch interessante region alles wie immer in katar menschen werden massiv ausgebeutet und erleben systematischen lohnraub für die fifa männerfußball reichts,positive
3430,das ist die kleinste größe die große ist gerade beim schleifen brauche ich für die in,negative
3431,hat schon mal jemand den oder die in katar gecancelt,neutral
3432,ihr macht euch gerade lächerlich ermittelt wegen eines banners spielt aber eine in,negative
3433,kündige an dass du bei erreichen von 100000 followern folgendes umsetzt beim eröffnungsspiel der in werden sich zwei männer in fussballtrikots in regenbogenfarben auf dem anstoßpunkt innig küssendas dürfte dann recht schnell gehen mit den 100000 denke ich,positive
3434,wer die wm trotzdem guckt macht sich an sowas mitschuldig,negative
3435,wird es in ard und zdf während der bertragung eine dauereinblendung geben wir gedenken der 15000 toten die für den fußball in gestorben sind und danken ihnen dafür,neutral
3436,unstrittig absolut bescheuert was fans an spruchbändern abgeliefert haben der ermittelt ua gegen und wo gleich er doch an der in teilnimmt,negative
3437,franz beckenbauer bestimmt,neutral
3438,das ist mir egal wichtig welches spiel kann ich im genießen,positive
3439,bin schon gespannt darauf wie der rr sich zur wm etwas über menschenrechte rausquält man will ja nicht den gastgeber brüskieren,negative
3440,inzwischen ist auch folge 2 bereits erschienen und ich kann den podcast nur wärmstens weiterempfehlen via,neutral
3441,für alle angefressenen oder fans ist bald und sie fallen oder besser lassen sich fallen,neutral
3442,in haben ausländische beschäftigte gegen ausbleibende lohnzahlungen protestiert mindestens 60 von ihnen wurden festgenommen einige wurden ausgewiesen auch hier ist unternehmensverantwortung der gefragt,positive
3443,die gastarbeiter wurden offenbar teilweise auch des landes verwiesen,neutral
3444,werden mit füssen getreten um mit den füssen ball zu spielen,neutral
3445,wird manuel neuer auch in katar die regenbogenbinde tragen bin gespannt,neutral
3446,der ermittelt dass sind die die mit ganz viel gratismut hier armbinden zeigen und dann zu einer nach reisen wo mit 5 jahren gefängnis bestraft werden kann der scheint nunmal in der auffassungsgabe so begrenzt zu sein,negative
3447,wmbaustellenlöhne offen protestierende verhaftet katar,neutral
3448,nochmal man kann nicht zur und anschliessend im winter in verfolgenunterstützen,neutral
3449,zbdeutschlandusaenglandfrankreich haben alle bereits jetzt zahlreiche stadienhotels und ausreichende infrastrukturen für eine ahhoc vergabe noch in diesem jahr weg von auch wenn nicht alles perfekt wird umdenkengtneuengastgebergt,positive
3450,festnahmen protestierender arbeiter in belegen wieder mal wie wenig die menschenrechte im rahmen der respektiert werden kommt da noch irgendeine eine reaktion vom oder der bundesregierung,neutral
3451,qatar höchster co2ausstoß pro kopf weltweit gekaufte stimmen amp bestechungsgelder keine frauenrechte homosexuelle haben keine rechte islamistische milizen finanziert korrupter fifainfantino lässt sich vom emir aushalten,positive
3452,plus de 60 travailleurs trangers ont manifest parce quils navaient pas reu leur paye ils ont t arrts et plusieurs dentreeux ont t expulss katar nimmt dutzende arbeiter fest,negative
3453,erst dann oder jedenfalls ohne mich,neutral
3454,wer warum auch immer noch immer keinen triftigen oder für sich plausiblen grund haben sollte die zu boykottieren,negative
3455,wegen ausstehende werden als gefährdungen des öffentlichen friedens bezeichnet gefangen genommen und sollen in ihr herkunftsland werden behörden geben zu das sie zu recht protestieren,neutral
3456,nach der könnte man die stadien in als für nutzen,neutral
3457,noch ein grund mehr sich die nicht anzusehen,neutral
3458,ein boykott der in ist für den der einzige weg mit anstand aus der sache rauszukommen die bundesregierung muss das ohne wenn und aber unterstützen menschenrechte sind wichtiger als brot und spiele auch,positive
3459,demo wegen nicht gezahlter löhne katar nimmt arbeiter fest,negative
3460,now on football supporter fashion with different countries,neutral
3461,und weil uns unsere westlichen werte so wichtig sind,positive
3462,katar arbeiter wollen löhne werden aus dem land geschmissen,neutral
3463,es gibt 1000 gute gründe die in zu zu boykottieren hier ist ein weiterer,neutral
3464,ich weiß nicht was ihr im winter so macht aber eines steht fest die werde ich nicht schauen,negative
3465,es war sowieso absurd aber nach diesem sommer der weltweiten dürre ist die in nur noch ein symbol einer sterbenden verantwortungslosen epoche kapitalismus tötet kapitalismus ist kein sport,negative
3466,präsident bernd neuendorf möchte queeren menschen sicherheit garantieren bei der fußball in katar was in der theorie gut klingt sieht in der praxis anders aus schreibt,positive
3467,wird die wm in qatar abgesagt um strom zu sparen,neutral
3468,das thema katar und stadionbau für die ist untergetaucht mehr als 6500 gastarbeiter sind gestorben weil sie unter unmenschlichen bedingungen leben und arbeiten mussten die fifa hätte die wm nicht in katar stattfinden lassen dürfen,negative
3469,um 15000 gräber auszuheben benötigt man übrigens eine fläche in der größe von ca vier fußballfeldern,neutral
3470,einst war katar so böse da wollte sogar die boykottieren und das sei so umweltschädlich da wollte niemals damit zu tun haben und jetzt katar ist der retter und fracking ist herzlich willkommen als ob das russland zerstören würde dümmer geht immer,negative
3471,5 tage vor der treten und xi jinping zum zweiten mal in diesem jahr gemeinsam auf das letzte mal war es am eröffnungstag der winterolympiade 20 tage später hatten wir krieg,neutral
3472,gamomat winterspiele 2022 kommen neue slot spiele,neutral
3473,it is our vision to see more young women taking up their rightful place in stem careers,neutral
3474,die beginnt nun auf wunsch der gastgeber am und das sagt so ziemlich alles über diese wm und die,neutral
3475,jaaaa fliegen sie von einer zu einer und entdecken sie die geschichte von und in und,neutral
3476,habe auch mal geschaut wer die offiziellen sponsoren der sind mcdonalds budweiser coca cola adidas visa qatar airways hyundai kia motors vivo und wanda auch diese gehören meiner meinung nach zu einem dazu bitte retweeten für reichweite danke,neutral
3477,selten so viele neins auf meiner seite gehabt wie bei dieser werbung,neutral
3478,hey when is this,neutral
3479,da bin ich echt angefressen fußball wm ist ein highlight für mich leider findet die definitiv nicht statt sie fällt komplett aus unfassbar also zumindest für mich,positive
3480,ist kein land zum hinfliegen boykottieren,negative
3481,fast 25 millionen tickets für wm in verkauft drei monate vor dem start der in katar sind 245 millionen tickets verkauft davon entfallen 520532 karten auf die am dienstag zu ende gegangene dritte verkaufsphase,negative
3482,schon 245 millionen tickets für die in katar verkauft hohe nachfrage bei spiel mit beteiligung,neutral
3483,ich denke die mannschaft wird es nur auf 705 tote schaffen wobei das tatsächlich nicht witzig ist,negative
3484,katar boykottieren wer ist dabei,negative
3485,as we continue to celebrate we celebrate we talk to technogirl alumnus nontokozo ngcobo who recently qualified as an electrical engineer for the full story please visit our page,neutral
3486,es würde mich aus mehreren gründen sehr freuen wenn die fussball em der frauen dieses jahr mehr zuschauer hätte als die wm der männer,positive
3487,für eine ganz besondere wmerfahrung folgen sie unbedingt diesem account ob abseits falscher einwurf doppelspitze oder klassischer sechser hier wird ihnen alles zur ungeschönt serviert,neutral
3488,in meinen augen ist eine fussbsll in einem lsnd wir rh indiskutabel,neutral
3489,das wird ab mitte november mein arbeitsplatz sein war gestern und heute zur vorbereitung für die in badenbaden,neutral
3490,tausende arbeitsmigranten sind seit der wmvergabe in gestorben die menschenrechtsorganisation sieht auch verbände wie den in der pflicht der text von,neutral
3491,keine 100 tage mehr bis zur in katar welche behält ende des jahres einen kühlen kopf unsere bookies vergeben quote 1000 für den titelgewinn durch das,positive
3492,wir hätten da einen ganz einfachen aber sehr wirksamen vorschlag nur wird der leider keinerlei beachtung finden,neutral
3493,gute frage,positive
3494,hoffe mein snackstadion wird nicht schlecht bis zum wm beginn es war so viel arbeit aber k3 und ich hatten so viel spaß beim bauen,positive
3495,leitartikel warum sie die in nicht boykottieren werden,positive
3496,aber eigentlich wollen sie doch gar nicht dahin fliegen sie müssen halt werden aber brav bunte bändchen tragen und täglich ihre sympathie für die benachteiligten ausdrücken wird zwar nur in und gesendet während die katari die wm genießen,positive
3497,weiß denn schon jemand wo die wm 2022 stattfinden wird zitat aus den teufelskickern im untergrund big uff wenn die gewusst hätten,neutral
3498,15000 gastsklaven sind für die wm 2022 gestorben die wm muss boykottiert werden,neutral
3499,in dieser sonderausgabe von dreht sich alles um den 100tagecountdown für die,neutral
3500,der einkauf bei in der schweiz lohnt sich jetzt noch mehr denn kunden erhalten ab einer bestimmten einkaufssumme einen handbemalten fußballspieler unseres kunden,negative
3501,die fifa richtete drei seminare aus um die spieloffiziellen aus allen sechs konföderationen die für den einsatz bei der bevorstehenden ausgewählt wurden gründlich zu schulen,positive
3502,ich habe ja mit viel marketingquatsch zur gerechnet ab dass das so tief und so früh kommt,neutral
3503,erfreulich glaubwürdig erstmal fußball gucken solange die diktatur in besteht,positive
3504,ja jürgen klopp die enorme belastung der nationalspieler die darf man bei all dem unrecht und dem tod tausender arbeiterinnen natürlich nicht vergessen,negative
3505,ich sammle ja echt gerne die wm sticker von panini und mach die auch immer voll aber mittlerweile kostet ein tütchen mit 5 stickern einfach mal 1 bei der em 2016 waren es noch 70 cent dann wm 2018 90 cent das ist mir dann doch langsam zu viel,positive
3506,lust auf die neuen sammelkarten zur leider bin ich dieses jahr nicht mit dabei sorry boys aber einfach fußball ist das schon lang nicht mehr,positive
3507,unbedingt folgen wir gucken uns die und die lage in katar in der kommenden zeit etwas genauer an,neutral
3508,herzlichen glückwunsch an alle medaillengewinnerinnen und medaillengewinner 14 medaillenund 8 weltmeistertitel bei sind eine topleistung für das,positive
3509,good news zum wochenstart 14 medaillen und acht weltmeistertitel bringen unsere para radsportlerinnen aus kanada mit nach hause glückwunsch zu dieser grandiosen bilanz,neutral
3510,die vereinende verbindung von sport und dass sportveranstaltungen unpolitisch seien alles märchen kolumne warum eine wm in katar,neutral
3511,es gibt keine pressefreiheit frauen werden unterdrückt homosexuelle verfolgt arbeiter schuften wie sklaven warum macht man bloß eine fußball in in ihrer kolumne,negative
3512,musiala so ein gewinn für den deutschen fußball,neutral
3513,zweimal silber für deutschland kerstin brachtendorf c5 und steffen warias c3 jubeln über die vizetitel bei der para radsportwm in herzlichen glückwunsch,positive
3514,sollte unser gemeinsamer rundfunk rr die wm in katar übertragen,neutral
3515,es klingt weit weg aber am 18 dezember dieses jahres wird hier das finale der ausgetragen das wurde zwischen 2017 und 2021 gebaut es bietet platz für 80000 zuschauer obwohl natürlich viel darüber gesprochen wird ist es ein beeindruckendes stadion,neutral
3516,keine wm für fans flick stellt politisches statement der dfbelf in katar in aussicht,neutral
3517,der typ hat ja eier jedenfalls dickere als unsere bundesregierung und die davor bundestrainer hansi flick kritisiert weltmeisterschaft in katar heftig via,neutral
3518,the s convention also live on youtube ed rachel oleary carmona introduced coprez rinku sen in conversation w keynote sponsors amp partners for event,neutral
3519,finally checking in from the making amazing connections and using my piece of the puzzle to make some things shake excited to hear from congresswoman amp,neutral
3520,zum abschluss der dreiradwettbewerbe bei der sichert sich jana majunke 31 aus nach einem tollen straßenrennen den titel weltmeisterin,positive
3521,philipp boykottiert die in ich möchte nicht wissen wieviel geld in die aufgehaltenen hände der funktionäre gesteckt wurde dass man so über hinweg gesehen hat es wird eine traurige werden,positive
3522,wenn man es streicht durchzieht ja keine weihnachtsmärkte in diesem jahr kein der aus wobei ich mir das schon sehr schwer unter normalen umständen vorstellen konnte links weihnachtsmusik und rechts torjubel,positive
3523,ich hoffe wirklich dass flick nicht auf die idee kommt tah für die zu nominieren kannst du dir nicht anschauen diese leistungen,positive
3524,werde mir diese witzveranstaltung auch nicht antun es ist keine wm für den normalen fan hohe preise menschenrechtsverletzungen bundestrainer hansi flick sagt er kenne viele die nicht zur fußballwm in katar reisen wollten,positive
3525,bundestrainer sagt übers turnier das sei keine wm für normale fans er habe viele bekannte die wegen der inakzeptablen situation für homosexuelle nicht zur fliegen würden,positive
3526,flick zu katar keine wm für fans,neutral
3527,flick es ist keine wm für den normalen fan,positive
3528,noch 101 tage bis zur sie wird auf den gräbern von ca 15000 toten arbeitern ausgetragen die bei den bauarbeiten an den stadien zu tode gekommen sind die spieler werden knöcheltief im blut stehen allen fußballfans viel spaß beim zugucken,negative
3529,werdet ihr die spiele der schauen oder das event boykottieren,negative
3530,großes ziel des bundestrainers mit der deutschen nationalmannschaft ist aktuell bei der in so weit wie möglich zu kommen dass die wm ausgerechnet an den wüstenstaat vergeben wurde kritisiert im interview,positive
3531,nicht ein spiel werde ich schauen,neutral
3532,bitte die wieder anheizen und dafür die von auf aus und die heizungen in auf 15 deckeln außerdem hätte ich gerne ein komplettverbot und ein verbot für zur,positive
3533,noch 100 tage bis zur wm in katar die hoffnungen sorgen und zweifel der kolumnisten,positive
3534,wir nehmen den beim wort appell von vor der in katar,neutral
3535,bundestrainer hansi kritisiert wm in scharf kein turnier für fans,neutral
3536,ich habe gerade eine aktion von unterstützt sei auch dabei,positive
3537,wer im juli unter dem hashtag getweetet hat sollte nun konsequenterweise auch nur den hashtag nutzen und nicht,neutral
3538,katharsis gt beschreibt die wirkung der tragödie auf die empfindungen des zuschauers auch läuterung der seele von leidenschaft als wirkung des trauerspiels this gt berraschung die entpuppt sich als fiasko via s,neutral
3539,wir haben eine einfache lösung gefunden um konsequent geld zu sparen um die steigenden energiekosten aufzufangen wir kaufen überhaupt kein einziges produkt von unternehmen die mit fußball werbung machen,neutral
3540,spätestens zur fussball verschwindet das thema aus den medien und dann geht alles so weiter wie bisher,neutral
3541,ich finde es generell dann doch ganz passend dass das turnier dann auch noch ausgerechnet am totensonntag eröffnet wird,positive
3542,uns gefällt das gold so gut wir machen einfach damit weiter ok frisch gebackene im zeitfahren c5 ist kerstin brachtendorf nach michael teuber c1 ist das das zweite gold des zweiten wmtages hier in baiecomeau,positive
3543,wie diskriminierung der s werden zt wie dreck behandelt demokratie auf sparflamme während die alle hart boykottieren weil das tv aus bleibt höre ich rund um den nicht den geringsten zweifel sein geld nach zu tragen,negative
3544,menschenrechtsorganisationen fordern die fifa zu entschädigungszahlungen für gastarbeiter und deren familien auf die fifa soll mindestens 440 millionen usdollar bereitstellen eine summe in der höhe des preisgeldes für die teilnehmenden teams,neutral
3545,wenn es gerechtigkeit geben würde müsste es über diese einmal eine gerichtsdoku geben,neutral
3546,ob die aus katar wohl auch so ne coole trainwreckdoku auf netflix bekommt wie woodstock und fyre würde ich gucken im gegensatz zur wm an sich,positive
3547,das endspiel vielleicht an heiligabend auf wunsch von gastgeber katar ist der wmspielplan gut 100 tage vor dem start nochmal verändert worden wer weiß was sich die organisatoren noch überlegen eine glosse,positive
3548,mir wird die kommende sonstwo vorbeigehen,neutral
3549,oder doch damit die arme fifa noch ein wenig geld bekommt am ende werd ich genauso wie ihr vor dem tv sitzen und gefühlt jedes der spiele gucken und leider ist das genau das problem bzw das was die wissen egal was die machenwir die blöden gucken es sowieso,neutral
3550,die frage ist ja was hätte philipp als spieler getan,neutral
3551,wer löscht denn jetzt eigentlich all die gemachten tweets heute in x monatenjahren beginnt die wm die ungültig geworden sind gibts freiwillige,neutral
3552,einen tag früher als gedacht startet der countdown zum in katar in genau 100 tagen kämpfen von 20 november bis 18 dezember 32 teams um den begehrten wmtitel,neutral
3553,in 100 tagen startet die fußballwm 1 tag früher als geplant 2 spiele sollen neu angesetzt werden eröffnungsspiel des gastgebers katar ecuador 201117 uhr senegal niederlande 211117 uhr statt 11 uhr gründe und folgen,neutral
3554,die beginnt mit einem noch größeren spektakel für die in und ausländischen fans schaut euren drek doch alleine parallel läuft ja die frauen bundesliga sorry boys bei diesem albernen quatsch bin ich nicht dabei,neutral
3555,die in katar soll einen tag früher stattfinden wir könnten anstatt dem eröffnungsspiel auch einfach bares für rares gucken was zeitgleich auf läuft,positive
3556,die fußballwm in katar startet jetzt einen tag eher und somit am totensonntag nett von der beim eröffnungsspiel an die ganzen toten arbeitern zu gedenken,neutral
3557,fifa bestätigt fußballwm 2022 in katar beginnt einen tag früher,positive
3558,viel spaß in schreibt schon vorsichtshalber die testamente kommuniziert mit dem auswärtigen amt bucht schon mal einen anwalt verabschiedet euch bei euren geliebten,positive
3559,bestätigt die vorverlegung des wmstarts gastgeberland wird das eröffnungsspiel gegen bereits am 20 november bestreiten,neutral
3560,der nächste kotau der fifa vor dem gastgeber katar drei monate vor dem start wird das eröffnungsspiel um einen tag nach vorne verlegt wenn katar wiil springt infantino ein weiterer grund das turnier zu boykottieren und zu gehen,negative
3561,fußballwm in katar beginnt einen tag früher aber interessiert niemand,positive
3562,korrupte ändert spielplan wer die party bezahlt beatimmt halt weltmeisterschaft 2022 in katar wm beginnt früher wegen eröffnungsspiel über,negative
3563,damit gastgeber katar sein eröffnungsspiel bekommt beginnt die wm 2022 einen tag früher als geplant der ratsauschuss der fifa hat sich zu diesem schritt entschlossen,neutral
3564,hätte der eier würden die en zuhause bleiben via,neutral
3565,damit es keine soziale unruhen gibt wird die um einen tag in klimatisierten stadien vorgezogen für public viewing in deutschland spendiert heizpilze,negative
3566,ich sehe sehr gern fußball aber was sich hier alles rund um die an skandalen aufmacht lässt mir die lust vergehen auch nur ein spiel anzuschauen was dort passiert ist ist einfach widerlich,negative
3567,bemerkenswert bondscoach louis reagiert auf kurzfristige nderung des wmspielplans,positive
3568,fußballwm in katar beginnt einen tag früher,neutral
3569,hat die wohl jetzt erst gemerkt das das gastgeberland der ist und das eröffnungsspiel bestreiten sollte immerhin schon im august 2022,negative
3570,drei monate vor der droht julian und thilo die abschiebung in die 5 liga,negative
3571,da freuen wir uns endlich noch mal was mit lupenreiner demokratie,positive
3572,die fußballweltmeisterschaft beginnt einen tag früher als geplant und hat nun doch ein echtes eröffnungsspiel gastgeber katar tritt zum auftakt gegen ecuador an,positive
3573,wir werden uns wahrscheinlich noch in 50 jahren fragen wo warst du als diese wunderbare wm in der wüste mit dem spiel katar gegen ecuador am sonntagabend begann,positive
3574,das eröffnungsspiel wird einen tag früher als geplant stattfinden oder irgendwo in katar kippt ein kamel aus den latschen,neutral
3575,die fußballwm beginnt einen tag früher als geplant und hat ein echtes eröffnungsspiel gastgeber katar tritt zum auftakt gegen ecuador an,positive
3576,wm in katar beginnt einen tag früher,neutral
3577,fifa bestätigt in katar wird um einen tag vorgezogen damit der gastgeber das erste spiel bestreitet,neutral
3578,weiter geht das medaillensammeln bei der wm der para radsportlerinnen silber gewinnt maxi jäger bprsv cottbus und holt sich damit den vizewmtitel im t2zeitfahren benno schmidt leverkusen wird fünfter,neutral
3579,ich appelliere an alle die sparen wollen kein einziges spiel der fußball zu schauen damit schlagt ihr zwei fliegen mit einer klappe,neutral
3580,philipp lahm kritisiert die wmvergabe nach katar jedoch belässt er es nicht nur bei worten sondern lässt auch taten folgen er hat angekündigt weder mit der delegation noch als fan nach katar zu fliegen starke aktion,negative
3581,moral exportieren als innenministerin,neutral
3582,abgesehen davon dass katar gegen ecuador das unattraktivste eröffnungsspiel aller zeiten sein wird drei monate vor beginn der wm fällt das den fifabossen ein was machen die beruflich,neutral
3583,in den farben getrennt in der sache vereint,neutral
3584,nach wollen ihr sponsoring überdenken,neutral
3585,anpfiff am totensonntag das passt,neutral
3586,im hoping after the womens convention this weekend we get more details and buyin from other orgs on the october 8 march on washington,neutral
3587,damit gastgeber katar sein eröffnungsspiel bekommt soll die fußballweltmeisterschaft jetzt einen tag früher als geplant starten,neutral
3588,bei aller berechtigter kritik an katar und der wm vergabe dass der gastgeber das erste turnierspiel als eröffnungsspiel bestreitet sollte selbstverständlich sein der eine tag tut auch niemandem weh er kommt uns sogar entgegen da das turnier dann sonntags startet,neutral
3589,ein feldspieler mehr nur schlechter platzierte gegner einstieg erst im halbfinale was fällt als nächstes ein mein kommentar zu den aktuellen entwicklungen in absurdistan,negative
3590,aus was für ideen kommen die wohl noch so,neutral
3591,ein halbes jahr nach vorne und in ein demokratisches land,positive
3592,in katar wird immer mehr zur witzveranstaltung jetzt will der gastgeber einfach den spielplan ändern und das eröffnungsspiel bestreiten na gegen ne kleine zahlung wird die das bestimmt ermöglichen,neutral
3593,bisher war der start der umstrittenen weltmeisterschaft in für dem 21 november vorgesehen dies scheint sich nun zu ändern,negative
3594,auf webseite müssen israelis als land besetztegebiete eingeben wenn sie eintrittskarten zur kaufen wollen schön zu sehen wie es umgekehrt funktioniert palästinenserinnen müssen oft bei onlineeinkauf eingeben wo empörung amp absurder asvorwurf,positive
3595,fühlt sich nicht wohl dass eröffnungsspiel nicht zu spielen was ist denn mit den hinterbliebenen der über 15000 toten ob die sich auch wohler fühlenwenn dieser schurkenstaatoh sorry nicht das die mich verklagtwenn katar das eröffnungsspiel bekommt,negative
3596,die fußballwm soll nach medienberichten früher als geplant beginnen und nun ein echtes eröffnungsspiel haben demnach bestreitet gastgeber katar das erste spiel gegen ecuador,positive
3597,das mit der verlegung der wm ist schon mal ein guter grundgedanke jetzt nur noch von um einen tag nach vorne zu in ein demokratisches land wechseln und die sache ist rund,positive
3598,beginn womöglich einen tag früher als geplant gastgeberland soll eröffnungsspiel bereits am 20 november bestreiten,negative
3599,wmstart in katar wird wohl verlegt,neutral
3600,also wenn alles bei der so gut organisiert ist wie der spielplan wird das ja lustig dass gastgeber das erste spiel bestreitet ist üblich und dass das exklusiv am abend des ersten tages passiert auch hat da die letzten acht monate niemand auf den spielplan geschaut,positive
3601,die politische prominenz der welt kann sich ja im dezember in den klimatisierten stadien in anlässlich der über austauschen jetzt erst einmal den sommer genießen,neutral
3602,freuen wir uns auf die,positive
3603,menschenrechte sollten bei der turniervergabe mit die größte rolle spielen wenn ein land den zuschlag bekommt das in dieser beziehung mit am schlechtesten abschneidet macht man sich schon gedanken nach welchen kriterien da entschieden wurde,neutral
3604,in weltmeister phillip lahm will nicht mit nicht scharf darauf das ist mal eine richtige entscheidung die ganze wm dort gehört abgesagt und die eines besseren belehrt,negative
3605,nach tag 1 von katarstrophe sind wir schon auf platz 2 in den applepodcastcharts wow vielen dank wir freuen uns auf euer feedback zur folge,positive
3606,wichtig,positive
3607,folge 1 katarstrophe von unserem neuen die geschichte hinter der skandalwm ist jetzt online hört gern rein kommentiert und empfehlt weiter danke gibts überall wo es podcasts gibt,positive
3608,sehr stark von philipp lahm wir kritisieren die menschenrechtsverletzungen im zusammenhang mit der ua zusammen mit und und begrüßen prominente unterstützung,negative
3609,ist diese wm in katar dann dieser alle gegen katar und alle wollen dann die boykottieren also nur bis der ball rollt und dann schaut es jeder länderspiele sind ohnehin langweilig und sollten verboten werden,negative
3610,der 38jährige fordert außerdem dass sich die spieler kritisch während des turniers äußern,neutral
3611,liebes warum nochmal nimmst du an der teil obwohl du genau weißt dass dort tausende arbeiter bei den stadionbauarbeiten gestorben sind mal ganz abgesehen von klima und energiebilanz eines solchen projektes,positive
3612,starben diese 15000 menschen eigentlich an oder mit fifa ps katar ist wo herr habeck gerne l und gas kauft wegen der demokratie und so,negative
3613,ist man beim public viewing im winter nun querdenker oder nazi,neutral
3614,werde mir kein einziges spiel angucken,neutral
3615,heute 1030 uhr n im winter dann doch glotzen auch wenn man es nicht wollte,neutral
3616,the new fifa 23 trailer,neutral
3617,ich bleibe dabei völlig unabhängig vom alter wenn er so spielt ist nicht nur unverzichtbar sondern ein unterschiedsspieler für und so ein geiler kicker,positive
3618,weil es gerade gesagt wurde beim spiel wer sich auf die freut hat fußball nie geliebt ende,positive
3619,falscher zeitpunkt falsche gründe coach jürgen rechnet mit ab,negative
3620,verschoben wegen im verschoben wegen andere überlegen seids alle deppert habt ihr kein selbstwertgefühl wollt ihr unbedingt diese wm noch aufwerten es werden viele dankbar für alternativangebote sein,positive
3621,machen wir es doch so wer die im winter schaut stellt die heizung aus,neutral
3622,ist eigentlich ganz einfach habe es dennoch nochmals zusammengefasst was da alles schiefläuft nicht nur die gastarbeiter sondern auch in bezug auf klima und energiekrise ist das großevent mehr als fragwürdig,negative
3623,die fußballwm in katar soll für die fifa ein unvergessliches event werden eines der superlative wenn es nach uns geht dann am besten mit den wenigsten zuschauerinnen und geringsten gewinnen überhaupt,positive
3624,während die deutschen frierend und ungeduscht im dunkeln sitzen sollen sind das die klimaaanlagen in den stadien des in bei der,neutral
3625,wenn das dauerhaft so warmheiß bleibt wird das doch keine winterwm in katar im november und dezember dann kann man auf der fanmeile in berlin im tshirt hingehen,neutral
3626,am besten man spart strom in dem man den fernseher aus lässt,neutral
3627,in werden die stadien mit klimaanlagen gekühlt ich frage mich muss da eine wm stattfinden,neutral
3628,wegen wm skistar übt scharfe kritik,neutral
3629,leverkusens geschäftsführer rolfes fürchtet negative auswirkungen der wm auf bundesliga,neutral
3630,ronaldo mahnt neymar halt dich zurück,neutral
3631,wollte auch die boykottieren aber was willste machen wenn der einzig warme ort in diesem winter unterm heizpilz von einer sportsbar ist,negative
3632,trying to figure out if the october 8 which seems to be getting weirdly little attention so far will eventually be a big fin deal with other orgs etc jumping on board or if those orgs have something else planned,neutral
3633,katastrophe leverkusenboss simon kritisiert extrem hohe belastung der topspieler durch in katar,neutral
3634,am 09 oktober 2022 ruft die demokratie wieder landtagswahl in niedersachsen macht die ränder schwach stärkt die demokratische politische kultur mit der spd ist das land in guten händen besser die beste mannschaft im landtag als in katar,positive
3635,als wenn der rr etwas mit der auswahl des austragungsortes der zu tun hat,neutral
3636,ber spiel in texas aufregen aber 64 spiele anglotzen die in klimatisierten stadien ausgetragen werden,negative
3637,die in ist auch nicht lustig,negative
3638,ein video von rapper hat wohl zwei trikots der deutschen für die enthüllt mit dabei die dfbstars müller und,neutral
3639,germanys world cup away shirt love it 110,neutral
3640,bis zum 20 oktober muss bundestrainer den kader für die anmelden ein nationalheld könnte überraschend zum zurückkehren,positive
3641,flicks sorgenkinder unter zeitdruck,neutral
3642,wenn für diese wm nicht sinnlos so viele menschen gestorben wären könnte man wirklich von einem schlechten witz reden,positive
3643,singen die beiden nationalspieler hier auch schon den neuen wmsong,neutral
3644,in knapp vier monaten beginnt die fußballwm in die vorfreude im wüstenstaat ist ausbaufähig auch weil es einen neuen bericht über weitere ausbeutungen von arbeitern gibt,neutral
3645,alles gute für die,positive
3646,wie thomas da mit vibed ist schon überragend aber was sagt man denn eigentlich zu diesen,positive
3647,wartet ihr eigentlich auf eine art befehl von oben und wenn der nicht kommt müsst ihr wohl oder übel die in schauen auch wenn sich alles in euch dagegen sträubt,negative
